20160811,T1609,,,101.65,101.695,101.65,16876,1.79769e+308,1.79769e+308,1.79769e+308,0,0,16876,,,103.725,99.665,0,,18:11:36,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160810
20160811,T1609,,,101.65,101.695,101.65,16876,1.79769e+308,1.79769e+308,1.79769e+308,0,0,16876,,,103.725,99.665,0,,18:11:36,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160810
20160811,T1609,,,101.65,101.695,101.65,16876,1.79769e+308,1.79769e+308,1.79769e+308,0,0,16876,,,103.725,99.665,0,,18:11:36,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160810
20160811,T1609,,,101.65,101.695,101.65,16876,1.79769e+308,1.79769e+308,1.79769e+308,0,0,16876,,,103.725,99.665,0,,06:01:07,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,20160811
20160811,T1609,,,101.65,101.695,101.65,16876,1.79769e+308,1.79769e+308,1.79769e+308,0,0,16876,,,103.725,99.665,0,,07:42:28,500,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,20160811
20160811,T1609,,,101.675,101.695,101.65,16876,101.675,101.675,101.675,2,2033500,16874,,,103.725,99.665,0,,09:14:38,0,101.67,2,101.695,3,,0,,0,,0,,0,,0,,0,,0,,0,1016750,20160811
20160811,T1609,,,101.675,101.695,101.65,16876,101.675,101.695,101.67,5,5083900,16873,,,103.725,99.665,0,,09:15:38,0,101.67,2,101.695,2,,0,,0,,0,,0,,0,,0,,0,,0,1016780,20160811
20160811,T1609,,,101.69,101.695,101.65,16876,101.675,101.695,101.61,34,34562750,16849,,,103.725,99.665,0,,09:15:38,500,101.65,1,101.67,6,,0,,0,,0,,0,,0,,0,,0,,0,1016551.47058824,20160811
20160811,T1609,,,101.65,101.695,101.65,16876,101.675,101.695,101.61,43,43712500,16848,,,103.725,99.665,0,,09:15:39,0,101.65,1,101.665,1,,0,,0,,0,,0,,0,,0,,0,,0,1016569.76744186,20160811
20160811,T1609,,,101.665,101.695,101.65,16876,101.675,101.695,101.61,54,54895700,16841,,,103.725,99.665,0,,09:15:39,500,101.655,6,101.67,6,,0,,0,,0,,0,,0,,0,,0,,0,1016587.03703704,20160811
20160811,T1609,,,101.64,101.695,101.65,16876,101.675,101.695,101.61,69,70143300,16838,,,103.725,99.665,0,,09:15:40,0,101.64,1,101.655,1,,0,,0,,0,,0,,0,,0,,0,,0,1016569.56521739,20160811
20160811,T1609,,,101.64,101.695,101.65,16876,101.675,101.695,101.61,69,70143300,16838,,,103.725,99.665,0,,09:15:40,500,101.64,1,101.655,1,,0,,0,,0,,0,,0,,0,,0,,0,1016569.56521739,20160811
20160811,T1609,,,101.625,101.695,101.65,16876,101.675,101.695,101.61,73,74208550,16837,,,103.725,99.665,0,,09:15:41,0,101.625,1,101.65,3,,0,,0,,0,,0,,0,,0,,0,,0,1016555.47945205,20160811
20160811,T1609,,,101.625,101.695,101.65,16876,101.675,101.695,101.61,83,84371050,16843,,,103.725,99.665,0,,09:15:42,0,101.625,1,101.65,7,,0,,0,,0,,0,,0,,0,,0,,0,1016518.6746988,20160811
20160811,T1609,,,101.625,101.695,101.65,16876,101.675,101.695,101.61,83,84371050,16843,,,103.725,99.665,0,,09:15:42,500,101.63,6,101.635,2,,0,,0,,0,,0,,0,,0,,0,,0,1016518.6746988,20160811
20160811,T1609,,,101.63,101.695,101.65,16876,101.675,101.695,101.61,89,90468800,16849,,,103.725,99.665,0,,09:15:43,0,101.625,3,101.63,1,,0,,0,,0,,0,,0,,0,,0,,0,1016503.37078652,20160811
20160811,T1609,,,101.625,101.695,101.65,16876,101.675,101.695,101.61,96,97582550,16845,,,103.725,99.665,0,,09:15:43,500,101.62,3,101.625,5,,0,,0,,0,,0,,0,,0,,0,,0,1016484.89583333,20160811
20160811,T1609,,,101.62,101.695,101.65,16876,101.675,101.695,101.61,100,101647350,16845,,,103.725,99.665,0,,09:15:44,0,101.61,2,101.62,2,,0,,0,,0,,0,,0,,0,,0,,0,1016473.5,20160811
20160811,T1609,,,101.615,101.695,101.65,16876,101.675,101.695,101.61,103,104695800,16845,,,103.725,99.665,0,,09:15:44,500,101.615,2,101.62,2,,0,,0,,0,,0,,0,,0,,0,,0,1016464.0776699,20160811
20160811,T1609,,,101.62,101.695,101.65,16876,101.675,101.695,101.61,104,105712000,16845,,,103.725,99.665,0,,09:15:45,0,101.615,2,101.62,1,,0,,0,,0,,0,,0,,0,,0,,0,1016461.53846154,20160811
20160811,T1609,,,101.62,101.695,101.65,16876,101.675,101.695,101.61,105,106728200,16845,,,103.725,99.665,0,,09:15:45,500,101.615,2,101.625,15,,0,,0,,0,,0,,0,,0,,0,,0,1016459.04761905,20160811
